Phòng ăn,Pháp lý,addressLocality,Số phòng ngủ,price_text,Chính chủ,addressRegion,Đường trước nhà,description,Chiều dài,streetAddress,Sân thượng,Thuộc dự án,Hướng,title,Loại BDS,Nhà bếp,Chiều ngang,price_value,area,Loại tin,Mã tin,Chổ để xe hơi,Số lầu,address_old
,Giấy tờ hợp lệ,Xã Cần Giờ,,70 triệu / m²,,Hồ Chí Minh,16m,"Bán đất góc 2 mặt tiền Lương Văn Nho, dự án Phước Lộc, xã Long Hòa, huyện Cần Giờ .
✅ Vị trí : Góc 2 mặt tiền đường Lương Văn Nho, nằm trong dự án Phước Lộc, trung tâm xã Long Hòa, huyện Cần Giờ – Gần biển Cần Giờ, liền kề khu đô thị lấn biển Vinhomes Green Paradise, tiềm năng tăng giá cực cao.

✅ Diện tích đẹp: 117m² (ngang 5.24m, nở hậu 5.36m, dài 22m), 100% đất ở, phù hợp đầu tư khai thác kinh doanh.

✅ 2 mặt tiền thoáng mát: Lợi thế kinh doanh, mở văn phòng hoặc giữ tài sản lâu dài.

✅ Pháp lý an toàn: chính chủ – công chứng sang tên ngay.

✅ Giá cần bán gấp: 8.19 tỷ (70 triệu/m²), còn thương lượng cho khách mua nhanh trong tháng.",22m,Đường Lương Văn Nho,,,,"Bán đất góc 2 mặt tiền Lương Văn Nho dự án Phước Lộc, xã Long Hòa, DT 117 m2, giá 70 tr/m2","Đất thổ cư, đất ở",,"5,,24m",8190000000,117,Cần bán,16384462,,,"Đường Lương Văn Nho, Xã Long Hòa, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,3,"6,5 tỷ",,Hồ Chí Minh,8m,"Bán nhà mặt tiền dự án Phước lộc, xã Long Hòa, huyện Cần Giờ .

✅ Vị trí đẹp: Nằm ngay mặt tiền dự án Phước Lộc, trung tâm xã Long Hòa, huyện Cần Giờ – Gần biển, khu vực tiềm năng phát triển du lịch, nghỉ dưỡng.

✅ Diện tích đẹp: 110m² (ngang 5m x dài 22m), 100% đất ở, thích hợp định cư lâu dài, đầu tư sinh lời.

✅ Kết cấu kiên cố: Nhà 3 tầng mới đẹp, xây dựng chắc chắn, thiết kế hiện đại

✅ Pháp lý rõ ràng: Sổ hồng riêng, chính chủ, công chứng sang tên trong ngày.

✅ Giá bán nhanh: Chỉ 6.5 tỷ, còn thương lượng cho khách thiện chí!",22m,Đường Lương Văn Nho,,Khu dân cư Phước Lộc(xem chi tiết dự án),,"Bán nhà mặt tiền dự án Phước lộc, xã Long Hòa, diện tích 110 m2, giá 6.5 tỷ","Biệt thự, nhà liền kề",,5m,6500000000,110,Cần bán,16384519,,3,"Đường Lương Văn Nho, Xã Long Hòa, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,,70 triệu / m²,,Hồ Chí Minh,12m,"Bán đất mặt tiền đường Tắc Xuất, thị trấn Cần Thạnh, huyện Cần Giờ .

✅ Vị trí đắc địa: Mặt tiền đường Tắc Xuất, ngay trung tâm thị trấn Cần Thạnh – Gần ngã tư Tắc Xuất & Duyên Hải, cách biển vài trăm mét, liền kề khu đô thị lấn biển Vingroup, tiềm năng tăng giá mạnh.

✅ Diện tích lớn – pháp lý chuẩn:
Tổng diện tích 520m² (ngang 18.55m x dài 30.8m), đã có 465.1m² đất ở – Phù hợp xây biệt thự, khách sạn mini, nhà hàng, nghỉ dưỡng cao cấp.

✅ Hạ tầng sẵn sàng: Đất đã san lấp bằng phẳng, có hàng rào kiên cố, vào sử dụng ngay.

✅ Sổ hồng riêng, chính chủ – Công chứng sang tên trong ngày.

💰 Giá bán gấp: 70 triệu/m², tổng giá khoảng 36.4 tỷ, còn thương lượng cho khách thiện chí mua nhanh.","30,8m",Đường Tắc Xuất,,,,"Bán đất mặt tiền đường Tắc Xuất, thị trấn Cần Thạnh, diện tích 520m2, giá 70 triệu/m2","Đất thổ cư, đất ở",,"18,55m",36400000000,520,Cần bán,16412945,,,"Đường Tắc Xuất, Thị trấn Cần Thạnh, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,2,7 tỷ,,Hồ Chí Minh,3m,"Bán nhà mặt đường nguyễn văn mạnh, xã Long Hòa, huyện cần giờ .

_  Vị trí : hẽm đường nguyễn văn mạnh, gần trường mần non long hòa, cách đường duyên hải 300m

_  Diện tích 340m2, ngang 8.5m dài 41m , full thổ cư

_  Sổ hồng riêng chính chủ công chứng trong ngày.

_  Giá cần bán gấp 7 tỷ còn thương lượng cho khách thiện chí mua",41m,Đường Nguyễn Văn Mạnh,,,,"bán nhà 1 lầu đường nguyễn văn mạnh, long hòa, diện tích 340m2 full thổ cư giá 7 tỷ",Nhà trong hẻm,,"8,5m",7000000000,340,Cần bán,16439878,,1,"Đường Nguyễn Văn Mạnh, Xã Long Hòa, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,,35 triệu / m²,,Hồ Chí Minh,4m,"Bán đất hẽm xe hơi đường Thạnh Thới, xã Long Hòa, huyện Cần Giờ .

📍 Hẻm ô tô – Gần biển – Gần khu dân cư Phước Lộc

✅ Vị trí đẹp: Hẻm xe hơi đường Thạnh Thới, xã Long Hòa, huyện Cần Giờ – Gần khu dân cư Phước Lộc, cách biển Cần Giờ chỉ vài phút, khu vực đang phát triển mạnh.

✅ Diện tích chuẩn đẹp:

94.4m² (ngang 5.5m x dài 17.2m)

100% đất thổ cư, thích hợp xây nhà ở, nghỉ dưỡng hoặc đầu tư

✅ Pháp lý rõ ràng: Sổ hồng riêng, chính chủ, công chứng sang tên trong ngày.

💰 Giá bán: 35 triệu/m² (tổng giá 3.3 tỷ), còn thương lượng cho khách thiện chí.","17,2m",Đường Thạnh Thới,,,,"Bán đất hẽm xe hơi đường Thạnh Thới, xã Long Hòa, diện tích 94.4 m2, giá 35tr/m2","Đất thổ cư, đất ở",,"5,5m",3290000000,94,Cần bán,16469299,,,"Đường Thạnh Thới, Xã Long Hòa, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,,26 triệu / m²,,Hồ Chí Minh,10m,"Bán đất mặt tiền đường Duyên Hải, xã Long Hòa, huyện Cần Giờ .

_ Vị trí : gần vòng xoay Long Hòa, gần biển Cần Giờ.

_ Diện tích 1281 m2, ngang 24.5m dài 57.1m,có 817m2 đất thổ cư .

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 26 triệu/m2 (33.3 tỷ) còn thương lượng cho khách thiện chí mua","57,1m",Đường Duyên Hải,,,,"Bán đất mặt tiền đường Duyên Hải, xã Long Hòa, diện tích 1281 m2, giá 26 triệu/m2","Đất thổ cư, đất ở",,"24,5m",33306000000,1.281,Cần bán,15933292,,,"Đường Duyên Hải, Xã Long Hòa, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,,35 triệu / m²,,Hồ Chí Minh,16m,"Bán đất mặt tiền đường Lương Văn Nho, xã Long Hòa, huyện Cần Giờ .

_ Vị trí : trung tâm xã Long Hòa, gần biển Cần Giờ.

_ Diện tích 200 m2, ngang 10m dài 20m, có 40m2 đất ở .

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 35 triệu/m2 còn thương lượng cho khách thiện chí mua",20m,Đường Lương Văn Nho,,,,"Bán đất mặt tiền đường Lương Văn Nho, xã Long Hòa, diện tích 200 m2, giá 35 triệu/m2","Đất thổ cư, đất ở",,10m,7000000000,200,Cần bán,15944313,,,"Đường Lương Văn Nho, Xã Long Hòa, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,,12 triệu / m²,,Hồ Chí Minh,40m,"Bán đất mặt tiền đường Lương Văn Nho, thị trấn cần thạnh huyện cần giờ.

Vị trí: mặt tiền đường Lương Văn Nho, thị trấn cần thạnh, huyện cần giờ .
Diện tích 1590.4m² ,ngang 25.8m, dài 63m , quy hoạch đất ở.
Sổ hồng riêng chính chủ công chứng trong ngày.
Giá cần bán gấp 12tr/m²,còn thương lượng cho khách thiện chí mua.",63m,Đường Lương Văn Nho,,,,"Đất mặt tiền đường Lương Văn Nho, thị trấn cần thạnh, diện tích 1590.4m2, giá 12tr/m2","Đất thổ cư, đất ở",,"25,8m",19080000000,1.590,Cần bán,15874878,,,"Đường Lương Văn Nho, Thị trấn Cần Thạnh, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,,22 triệu / m²,,Hồ Chí Minh,8m,"Bán đất mặt tiền biển Phan Đức, xã Long Hòa, huyện cần giờ .

_ Vị trí : mặt tiền đường Phan Đức , mặt tiền biển cần giờ

_ Đối diện dự án khu đô thị lấn biển 2870 ha .

_ Diện tích 3746.8 m2 , ngang 30m dài 126m, có 300m2 đất thổ cư

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 22tr/m2 còn thương lượng cho khách thiện chí mua",126m,Đường Phan Đức,,,,"Bán đất mặt tiền biển Phan Đức, diện tích 3746.8 m2, giá 22tr/m2 ( 82 tỷ )","Đất thổ cư, đất ở",,30m,82412000000,3.746,Cần bán,15889631,,,"Đường Phan Đức, Xã Long Hòa, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,,27 triệu / m²,,Hồ Chí Minh,10m,"Bán đất mặt tiền đường Duyên Hải, thị trấn Cần Thạnh, huyện Cần Giờ

_ Vị trí : trung tâm thị trấn Cần Thạnh, gần biển Cần Giờ.

_ Diện tích 2753.9 m2, ngang 27.3m, nở hậu 41.5m, dài 90m, đã có 847.5m2 đất thổ cư .

_ Đất đã xây hàng rào kiên cố .

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 27 triệu/m2 (~74 tỷ) còn thương lượng cho khách thiện chí mua",90m,Đường Duyên Hải,,,,"Bán đất mặt tiền đường Duyên Hải, thị trấn Cần Thạnh, diện tích 2753.9 m2, giá 27 triệu/m2","Đất thổ cư, đất ở",,"27,3m",74331000000,2.753,Cần bán,15892391,,,"Đường Duyên Hải, Thị trấn Cần Thạnh, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,,21 triệu / m²,,Hồ Chí Minh,6m,"Bán đất mặt tiền biển cần giờ , thị trấn cần thạnh , huyện cần giờ .

_ Vị trí : đường Bùi Lâm quẹo trái vào, mặt tiền biển cần giờ, gần biển 30/4 .

_ Đối diện dự án lấn biển 2780 ha của Vingroup .

_ Diện tích 1005.6 m2 , quy hoạch đất thổ cư .

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 21 tr/m2 còn thương lượng cho khách thiện chí mua",57m,Đường Bùi Lâm,,,,"Bán đất mặt tiền biển cần giờ, đối diện dự án lấn biển Vingroup, DT 1005.6 m2, giá 21tr/m2","Đất nông, lâm nghiệp",,18m,21105000000,1.005,Cần bán,14915112,,,"Đường Bùi Lâm, Thị trấn Cần Thạnh, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Bình Khánh,,"2,5 tỷ",,Hồ Chí Minh,30m,"Bán đất mặt tiền đường Tam Thôn Hiệp, xã Tam Thôn Hiệp, huyện Cần Giờ.

_ Vị trí: gần cầu tắc tây đen, gần khu dân cư ấp Trần Hưng Đạo, xã Tam Thôn Hiệp, huyện Cần Giờ

_ Mặt tiền đường Tam Thôn Hiệp, lộ giới 30m .

_ Diện tích 159.3m2, gồm 109.3m2 công nhận trên sổ và 50m2 giấy tay, ngang 5.5m dài 16.7m, nở hậu 7.7m đất đã lên hết thổ cư, đã trừ hết lộ giới 15m (lộ giới đường Tam Thôn Hiệp 30m).

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 2.5 tỷ còn thương lượng cho khách thiện chí mua .","16,7m",Đường Tam Thôn Hiệp,,,,"Bán đất mặt tiền đường Tam Thôn Hiệp, Cần Giờ, diện tích 159.3 m2, giá 2.5 tỷ","Đất thổ cư, đất ở",,"5,5m",2500000000,159,Cần bán,15193044,,,"Đường Tam Thôn Hiệp, Xã Tam Thôn Hiệp, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,,22 triệu / m²,,Hồ Chí Minh,8m,"Bán đất mặt tiền biển Cần Giờ, thị trấn Cần Thạnh , huyện Cần Giờ .

_ Vị trí : mặt tiền biển Cần Giờ, gần biển 30/4 .

_ Đối diện dự án khu đô thị lấn biển 2870 ha .

_ Diện tích 1397.7 m2, có 300m2 đất thổ cư, ngang mặt tiền 34m.

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 22 tr/m2 (30.7 tỷ) còn thương lượng cho khách thiện chí mua",41m,Đường Phan Đức,,,,"Bán đất mặt tiền biển Cần Giờ, Cần Thạnh, diện tích 1397.7 m2, có 300m2 thổ cư ,giá 22tr/m","Đất thổ cư, đất ở",,34m,30734000000,1.397,Cần bán,15196851,,,"Đường Phan Đức, Thị trấn Cần Thạnh, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã An Thới Đông,,"2,2 triệu / m²",,Hồ Chí Minh,4m,"Bán đất mặt tiền đường dự phóng, xã an thới đông, huyện cần giờ .
_ Vị trí: khu dân cư đường an bình, gần ủy ban xã an thới đông, đất có 200m đường betong 4 m
_ Diện tích 3000.2 m2 , quy hoạch đất ở, mặt tiền đường dự phóng 16m
_ Sổ hồng riêng chính chủ công chứng trong ngày.
_ Giá cần bán gấp 2.2 tr/m2 (6.6 tỷ)",60m,Đường An Thới Đông,,,,"Bán đất mặt tiền đường dự phóng, xã an thới đông, DT 3000.2 m2 , giá 2.2 tr/m2 (6.6 tỷ)","Đất nông, lâm nghiệp",,50m,6600000000,3.000,Cần bán,15237880,,,"Đường An Thới Đông, Xã An Thới Đông, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã An Thới Đông,,"1,65 tỷ",,Hồ Chí Minh,3m,"Bán đất hẽm xe hơi đường Tam Thôn Hiệp, xã An Thới Đông, huyện Cần Giờ .

_ Vị trí : khu dân cư An Nghĩa, ngay trường cấp 3 An Nghĩa, gần mặt tiền Tam Thôn Hiệp

_ Diện tích 92.3m2 , ngang 5m dài 18.8m, có 84.7m2 đất thổ cư .

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 1.65 tỷ còn thương lượng cho khách thiện chí mua","18,8m",Đường Tam Thôn Hiệp,,,,"bán đất hẽm xe hơi đường Tam Thôn Hiệp, DT 92.3m2, full thổ cư, giá 1.65 tỷ","Đất thổ cư, đất ở",,5m,1650000000,92,Cần bán,15365932,,,"Đường Tam Thôn Hiệp, Xã An Thới Đông, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Bình Khánh,2,"16,5 tỷ",,Hồ Chí Minh,60m,"Bán nhà mặt tiền đường Rừng Sác, xã Bình Khánh, huyện Cần Giờ.

_ Vị trí : mặt tiền đường rừng sác, gần ngã ba Rừng Sác và Hà Quang Vóc.

_ Diện tích 378.5 m2, ngang 17m nở hậu 17.5m, dài 22.5 m, có sẵn 200 m2 đất thổ cư và 2 căn nhà trên đất**,** diện tích đất đã trừ hết lộ giới ( đường Rừng Sác lộ giới 120m).

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 16.5 tỷ còn thương lượng cho khách thiện chí mua","22,5m",Đường Rừng Sác,,,,"Nhà mặt tiền đường Rừng Sác, Bình Khánh, DT 378.5 m2, giá 16.5 tỷ",Nhà mặt tiền,,"17,5m",16500000000,378,Cần bán,15372865,,,"Đường Rừng Sác, Xã Bình Khánh, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,,"12,9 tỷ",,Hồ Chí Minh,12m,"Bán đất mặt tiền đường Tắc Xuất, thị trấn Cần Thạnh, huyện Cần Giờ .

_ Vị trí : trung tâm thị trấn Cần Thạnh, gần phà Cần Giờ – Vũng Tàu .

_ Diện tích 235.7 m2 ngang 11m dài 22m, full đất thổ cư.

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 12.9 tỷ còn thương lượng cho khách thiện chí mua",22m,Đường Tắc Xuất,,,,"Bán đất mặt tiền đường Tắc Xuất, thị trấn Cần Thạnh, DT 235.7m2, 11x22m, giá 12.9 tỷ","Đất thổ cư, đất ở",,11m,12900000000,235,Cần bán,15372886,,,"Đường Tắc Xuất, Thị trấn Cần Thạnh, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Cần Giờ,,12 triệu / m²,,Hồ Chí Minh,4m,"Bán đất thổ cư đường Lê Thương , thị trấn cần thạnh , huyện cần giờ .

_ Vị trí : trung tâm thị trấn cần thạnh, đường lê thương thông với đường duyên hải , gần biển cần giờ, dự án lấn biển 

_ Diện tích 1459.4 m2 , có 68m2 đất thổ cư

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 12 tr/m2 , 17.5 tỷ còn thương lượng cho khách thiện chí mua",72m,Đường Lê Thương,,,,"Bán đất thổ cư đường Lê Thương, thị trấn cần thạnh, diện tích 1459.4m2 , giá 12tr/m2","Đất thổ cư, đất ở",,20m,17508000000,1.459,Cần bán,14921771,,,"Đường Lê Thương, Thị trấn Cần Thạnh, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã Bình Khánh,2,"3,2 tỷ",,Hồ Chí Minh,12m,"Bán nhà mặt tiền đường Tam Thôn Hiệp, xã Tam Thôn Hiệp, huyện Cần Giờ.

_ Vị trí: gần khu dân cư ấp An Hòa, xã Tam Thôn Hiệp, huyện Cần Giờ

_ Mặt tiền đường Tam Thôn Hiệp, Mặt sông Lòng Tàu thoáng mát, bờ kè đã làm xong.

_ Diện tích 128.4 m2, ngang 5.4m dài 24m, có 69.6m2 đất ở, đã trừ hết lộ giới (lộ giới đường Tam Thôn Hiệp 30m).

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 3.2 tỷ còn thương lượng cho khách thiện chí mua .",24m,Đường Tam Thôn Hiệp,,,,"Bán nhà mặt tiền đường Tam Thôn Hiệp, mặt sông Lòng Tàu, diện tích 128.4 m2, giá 3.2 tỷ","Đất thổ cư, đất ở",,"5,4m",3200000000,128,Cần bán,15395500,,,"Đường Tam Thôn Hiệp, Xã Tam Thôn Hiệp, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã An Thới Đông,,"3,2 tỷ",,Hồ Chí Minh,5m,"Bán đất thổ cư mặt tiền đường số 1, xã Lý Nhơn, huyện Cần Giờ .

_ Vị trí: khu dân cư Vàm Sát, gần cầu Vàm Sát .

_ Diện tích 377.3m2, gồm 297.3m2 trên sổ và 80m2 đất dư , ngang 7m dài 43.4m .

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 3.2 tỷ còn thương lượng cho khách thiện chí mua","43,4m",Đường Lý Nhơn,,,,"Đất thổ cư mặt tiền đường số 1, xã Lý Nhơn, diện tích 377.3 m2, giá 3.2 tỷ","Đất thổ cư, đất ở",,7m,3200000000,377,Cần bán,15412235,,,"Đường Lý Nhơn, Xã Lý Nhơn, Huyện Cần Giờ, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Xã An Thới Đông,1,"1,55 tỷ",,Hồ Chí Minh,8m,"Bán nhà mặt tiền đường Quảng Xuyên, xã An Thới Đông, huyện Cần Giờ .

_ Vị trí: mặt tiền đường Quảng Xuyên, mặt sông Soài Rạp, đã làm bờ kè hoàn chỉnh, cách ủy ban xã An Thới Đông 200m.

_ Diện tích 64.19m2, có đất dư đoạn bờ kè, ngang 3.5m dài 19m, thực tế dài gần 27m, có sẵn 44.37 m2 đất ở .

_ Sổ hồng riêng chính chủ công chứng trong ngày.

_ Giá cần bán gấp 1.55 tỷ còn thương lượng cho khách thiện chí mua",19m,Đường An Thới Đông,,,,"Nhà mặt tiền đường Quảng Xuyên, mặt sông Soài Rạp, diện tích 64.19m2, giá 1.55 tỷ",Nhà mặt tiền,,"3,5m",1550000000,64,Cần bán,15450039,,,"Đường An Thới Đông, Xã An Thới Đông, Huyện Cần Giờ, Hồ Chí Minh"
